vraag,antwoord
Hoe heetten de vestigingen waarin Surinaamse inboorlingen versmolten met ontsnapte slaven uit de plantages. Ze bouwden met succes een alternatieve samenleving uit die concurreerde met de plantages, vaak door ze beroven.,Marroons of Marrons
Hoe heet de rivier die de grens vormt tussen Suriname en Frans Guyana,Marowijne
Wie waren de eerste president en premier van Suriname?,Johan Ferrier en Henck Arron
Wie was de rebellenleider die vanuit de brousse opereerde tegen het dictatoriale bewind van Dési Bouterse?,Ronnie Brunswijk
Welke rivier vormt de grens tussen Suriname en Brits Guyana?,Commewijne
Welke rivier mondt nabij Archangelsk uit in de Witte Zee?,Noordelijke Dvina
Welke oorlog woedde tussen Zweden en Rusland van 1700 tot 1721?,De Grote Noordse oorlog
Welke Nederlands-Noordse zeevaarder werd door Peter De Grote naar Archangelsk gestuurd om het uit te bouwen tot een militaire haven?,Cornelis Cruys
Hoe heetten de bewoners van de noordelijke kuststreek in Rusland? Het zijn ingeweken Russen die zich vermengd hebben met de oorspronkelijke bevolking.,Pomoren
Welke internationale beweging onder leiding van Trotski verzette zich tegen en bouwde voort op de ideeën van de Stalinistische Komintern?,De Vierde Internationale
Welke Brit won als enige ooit de triple crown in de autosport?,Graham Hill
Welke twee nog actieve coureurs wonnen twee van de drie wedstrijden in de triple crown?,Alonso en Montoya
Hoe heet de debuutroman van George Orwell?,Burmese days
Hoe heet de laatste roman van Victor Hugo die het sluitstuk moest worden van een drieluik over de Franse revolutie?,Quatre-vingt-treize
Welk werk van Bizet is getoonzet voor het gelijknamige kortverhaal van Alphonse Daudet,l'Arlesienne
Hoe heet het instituut dat Geoffrey Hinton stichtte na zijn vertrek bij Google Brain?,Vector Institute
Welk belangrijk principe in deep learning populariseerde Hinton in 1986,Backpropagation
Welke twee andere wetenschappers kregen de 2018 Turing award met Hinton?,Yoshua Bengio en Yann LeCun
Wie kreeg samen met Hinton de nobelprijs voor fysica in 2024?,John Hopfield
Welke Belgische kunstschilder en pater oblaat is vooral gekend van zijn door Afrika geïnspireerde kunstwerken.,Frans Claerhout
Hoe heet de uitbetaling van arbeidsloon per van tevoren afgesproken eenheid product,Stukloon
Welke zeestraat tussen de eilanden Hispaniola en Puerto Rico verbindt de Atlantische Oceaan met de Caribische Zee en is een belangrijke scheepvaartroute naar het Panamakanaal,Monapassage
Welke zeestraat tussen Hispaniola en Cuba is een alternatieve passage tussen de Atlantische Oceaan en de Caribische Zee,Windwardpassage
Welke zeestraat ten oosten van Puerto Rico, en ten westen van een gelijknamig eiland behorende tot de Maagdeneilanden, is een alternatieve passage tussen de Atlantische Oceaan en de Caribische Zee,Viequespassage
Hoe heet de zeeroverij die door oorlogvoerende landen werd getolereerd of gestimuleerd,kaapvaart
Waar veroverde Piet Hein de halve zilvervloot?,Baai van Matanzas
Welke vlootvoogd nam deel aan de verovering van de Zilvervloot? Hij was vice-admiraal van Maarten Tromp en nam na diens dood het oppercommando over,Witte de With
Welke commandant van de Nederlandse vloot tijdens de tachtigjarige oorlog versloeg de Spaanse Armada bij Downs of Duins. Hij vond de dood bij Scheveningen,Maarten Tromp
Hoe heette het vlaggenschip waarmee eerst Maarten Tromp en nadien Witte de With voer?,Brederode
Hoe heet de smalle zeestraat tussen Zweden en Denemarken waar nu de brug en de tunnel liggen die Kopenhagen verbinden met Malmö,Sont
Hoe heette het eerste vlaggenschip van Maarten Tromp dat het commando voerde in de slag bij Duins,Aemilia
In welke zeeslag werd de Tweede Spaanse Armada verwoest door amiraal Tromp en vice-admiraal de With,Slag bij Duins
Wat is de kant van een zeilschip die niet in de wind ligt dus het tegenovergestelde van de loefzijde,Lijzijde
Welke clubs uit La Paz hebben respectievelijk 31 en 16 titels op hun naam?,Club Bolivar en The Strongest
Wat is de tweede grootste stad van Bolivia die met het aanpalende La Paz eigenlijk een grote agglomeratie vormt?,El Alto
Wat is de vierde grootste stad van Bolivia?,Cuchabamba
Welke club uit Cuchabamba heeft 15 titels veroverd en is vernoemd naar de eerste commerciële piloot van Bolivië die op 26 jaar stierf in een crash?,Jorge Wilstermann
Welke Spaanse coach was onder andere trainer van Eupen maar maakte faam in Bolivië door in 2017 The Strongest naar de titel te leiden in beide seizoenen?,Beñat San José
Welk chemisch element werd lange tijd verkeerdelijk beschouwd als een vorm van vloeibaar zilver? De Nederlandse naam is ontleend aan de Engelse vertolking van dat misverstand,Kwik(zilver)
Welk rood mineraal is een enkelvoudige Kwiksulfide? Hiervan wordt het poeder vermiljoen gemaakt,Cinnaber
Welke Spaanse stad is van oudsher een producent van kwikerts of cinnaber of vermiljoen?,Almaden
